"","danceability","energy","loudness","tempo","valence"
"582",0.516,0.733,-11.341,98.006,0.552
"583",0.273,0.537,-9.612,81.814,0.232
"584",0.656,0.931,-5.827,144.747,0.909
"585",0.61,0.824,-6.046,134.992,0.819
"586",0.372,0.857,-7.816,146.08,0.389
"587",0.574,0.93,-2.949,92.303,0.69
"588",0.303,0.961,-5.333,146.591,0.305
"589",0.542,0.839,-4.404,121.026,0.611
"590",0.447,0.348,-16.199,177.356,0.227
"591",0.341,0.406,-8.139,79.995,0.33
"592",0.518,0.938,-5.964,139.138,0.71
"593",0.317,0.981,-7.102,140.079,0.234
"594",0.537,0.382,-15.568,148.061,0.338
"595",0.546,0.91,-6.736,90.58,0.458
"596",0.551,0.947,-4.671,127.657,0.466
"597",0.616,0.807,-11.4,111.054,0.637
"598",0.5,0.748,-9.072,118.852,0.514
"599",0.519,0.61,-10.256,121.324,0.232
"600",0.601,0.859,-5.263,125.145,0.446
"601",0.415,0.658,-12.051,163.015,0.45
"602",0.532,0.767,-5.509,127.361,0.755
"603",0.768,0.852,-6.215,128.374,0.867
"604",0.526,0.9,-4.76,125.349,0.458
"605",0.633,0.732,-6.785,126.567,0.273
"606",0.282,0.656,-6.557,139.352,0.242
"607",0.472,0.9,-6.406,95.826,0.42
"608",0.611,0.853,-4.983,135.558,0.376
"609",0.716,0.821,-4.204,120.737,0.931
"610",0.657,0.567,-12.871,109.007,0.563
"611",0.547,0.691,-13.553,137.148,0.667
"612",0.453,0.543,-10.106,151.362,0.282
"613",0.828,0.447,-10.563,117.391,0.676
"614",0.502,0.513,-6.473,108.371,0.318
"615",0.561,0.42,-7.79,72.319,0.27
"616",0.588,0.656,-6.373,79.701,0.746
"617",0.542,0.44,-11.161,78.325,0.341
"618",0.344,0.477,-10.266,143.78,0.182
"619",0.408,0.48,-11.017,156.344,0.19
"620",0.465,0.552,-7.23,79.035,0.331
"621",0.47,0.228,-13.651,116.947,0.14
"622",0.207,0.358,-9.672,62.33,0.209
"623",0.495,0.609,-9.902,135.671,0.33
"624",0.261,0.703,-7.871,83.495,0.405
"625",0.543,0.227,-11.247,123.548,0.292
"626",0.62,0.186,-19.696,137.715,0.44
"627",0.598,0.282,-17.227,134.706,0.305
"628",0.526,0.515,-11.169,136.543,0.518
"629",0.553,0.614,-5.098,136.628,0.345
"630",0.405,0.21,-13.214,100.577,0.174
"631",0.396,0.479,-8.072,109.973,0.184
"632",0.744,0.545,-9.361,97.409,0.346
"633",0.629,0.581,-11.856,97.074,0.359
"634",0.643,0.801,-4.921,95.988,0.534
"635",0.636,0.405,-11.113,128.068,0.257
"636",0.578,0.213,-18.504,84.778,0.317
"637",0.573,0.902,-7.638,84.412,0.876
"638",0.33,0.469,-9.286,201.327,0.433
"639",0.575,0.634,-8.822,153.217,0.79
"640",0.469,0.278,-16.311,169.735,0.331
"641",0.677,0.509,-7.472,93.042,0.525
"642",0.539,0.583,-4.935,86.063,0.337
"643",0.34,0.412,-13.727,69.857,0.402
"644",0.518,0.585,-8.485,144.998,0.312
"645",0.497,0.719,-9.397,95.769,0.547
"646",0.443,0.282,-14.339,179.714,0.262
"647",0.59,0.306,-16.326,77.069,0.493
"648",0.724,0.436,-9.321,130.439,0.324
"649",0.58,0.498,-6.901,116.271,0.111
"650",0.608,0.604,-12.285,164.254,0.673
"651",0.477,0.471,-10.036,81.204,0.423
"652",0.202,0.644,-5.212,85.04,0.252
"653",0.439,0.512,-12.875,131.386,0.197
"654",0.538,0.432,-11.882,110.181,0.116
"655",0.418,0.452,-13.099,175.088,0.168
"656",0.583,0.602,-6.364,74.008,0.388
"657",0.395,0.252,-13.589,177.679,0.126
"658",0.638,0.352,-9.266,94.173,0.204
"659",0.692,0.422,-10.533,74.375,0.468
"660",0.521,0.233,-13.683,78.927,0.409
"661",0.625,0.726,-11.402,124.945,0.507
"662",0.541,0.44,-12.206,140.273,0.232
"663",0.445,0.955,-8.027,123.343,0.336
"664",0.532,0.767,-5.509,127.361,0.755
"665",0.267,0.953,-4.899,84.989,0.568
"666",0.572,0.835,-6.219,129.994,0.796
"667",0.951,0.53,-6.594,109.979,0.699
"668",0.52,0.887,-3.296,122.528,0.793
"669",0.742,0.833,-6.463,113.375,0.816
"670",0.51,0.696,-10.83,176.567,0.905
"671",0.813,0.46,-9.78,117.387,0.729
"672",0.619,0.703,-9.414,115.043,0.709
"673",0.63,0.449,-13.243,84.378,0.623
"674",0.543,0.432,-11.832,110.196,0.107
"675",0.801,0.723,-4.985,109.03,0.883
"676",0.519,0.934,-7.137,138.162,0.586
"677",0.768,0.852,-6.215,128.374,0.867
"678",0.537,0.978,-2.921,126.343,0.931
"679",0.729,0.989,-4.613,126.47,0.84
"680",0.398,0.952,-6.042,122.093,0.584
"681",0.482,0.601,-12.846,125.619,0.774
"682",0.533,0.637,-5.571,140.167,0.292
"683",0.6,0.931,-4.647,140.123,0.542
"684",0.39,0.898,-4.089,90.703,0.204
"685",0.767,0.651,-10.186,105.592,0.946
"686",0.449,0.901,-7.711,125.148,0.696
"687",0.502,0.924,-6.299,149.186,0.922
"688",0.3,0.894,-7.786,118.631,0.268
"689",0.611,0.883,-11.225,117.928,0.604
"690",0.574,0.93,-2.949,92.303,0.69
"691",0.547,0.691,-13.553,137.148,0.667
"692",0.525,0.858,-4.927,145.492,0.669
"693",0.644,0.919,-6.289,117.459,0.871
"694",0.637,0.682,-11.625,129.983,0.714
"695",0.49,0.827,-9.481,108.577,0.626
"696",0.398,0.93,-6.76,190.818,0.725
"697",0.442,0.935,-6.903,151.448,0.514
"698",0.92,0.654,-3.051,117.046,0.847
"699",0.555,0.973,-3.804,118.642,0.805
"700",0.492,0.709,-9.66,125.799,0.264
"701",0.527,0.978,-5.436,141.169,0.463
"702",0.65,0.732,-10.042,109.292,0.919
"703",0.426,0.65,-7.747,82.184,0.493
"704",0.691,0.812,-7.772,127.568,0.685
"705",0.457,0.794,-6.624,90.439,0.354
"706",0.524,0.881,-4.479,101.677,0.62
"707",0.648,0.947,-6.617,113.255,0.602
"708",0.823,0.563,-10.134,108.86,0.563
"709",0.567,0.943,-7.992,128.207,0.965
"710",0.511,0.942,-10.407,97.909,0.498
"711",0.569,0.402,-10.151,144.635,0.696
"712",0.536,0.959,-5.126,111.012,0.39
"713",0.508,0.834,-6.205,139.131,0.774
"714",0.444,0.703,-9.443,106.228,0.419
"715",0.667,0.655,-9.339,134.212,0.657
"716",0.704,0.77,-8.843,131.57,0.839
"717",0.45,0.658,-7.064,106.799,0.781
"718",0.673,0.72,-10.411,133.62,0.6
"719",0.525,0.902,-8.662,146.83,0.907
"720",0.476,0.897,-4.237,152.497,0.667
"721",0.887,0.48,-11.994,95.846,0.607
"722",0.526,0.924,-5.591,147.28,0.793
"723",0.638,0.8,-12.077,112.055,0.569
"724",0.573,0.902,-7.638,84.412,0.876
"725",0.676,0.7,-13.397,114.932,0.692
"726",0.793,0.703,-9.548,130.27,0.856
"727",0.66,0.816,-6.61,111.346,0.678
"728",0.491,0.802,-7.106,119.25,0.472
"729",0.522,0.559,-13.641,176.894,0.908
"730",0.702,0.59,-12.76,111.57,0.973
"731",0.565,0.764,-9.43,100.891,0.686
"732",0.324,0.931,-6.803,82.748,0.313
"733",0.441,0.908,-4.627,145.439,0.632
"734",0.554,0.833,-6.667,142.673,0.773
"735",0.472,0.946,-4.591,177.489,0.486
"736",0.629,0.785,-10.761,108.531,0.869
"737",0.453,0.906,-4.001,137.575,0.473
"738",0.317,0.981,-7.102,140.079,0.234
"739",0.221,0.956,-4.641,173.254,0.432
"740",0.566,0.926,-7.099,146.271,0.963
"741",0.536,0.869,-4.91,166.383,0.493
"742",0.421,0.742,-10.564,105.889,0.762
"743",0.55,0.765,-8.684,139.453,0.417
"744",0.536,0.844,-6.918,117.652,0.185
"745",0.673,0.899,-3.528,129.885,0.793
"746",0.522,0.85,-4.769,124.216,0.71
"747",0.206,0.81,-6.492,163.552,0.155
"748",0.462,0.836,-5.766,168.766,0.671
"749",0.796,0.872,-6.722,129.894,0.866
"750",0.487,0.884,-11.995,135.533,0.569
"751",0.768,0.716,-12.922,157.935,0.961
"752",0.465,0.886,-7.183,137.986,0.772
"753",0.566,0.893,-8.88,102.813,0.774
"754",0.286,0.907,-9.67,156.395,0.746
"755",0.541,0.946,-7.459,101.169,0.728
"756",0.68,0.678,-11.548,131.165,0.251
"757",0.616,0.727,-8.176,92.259,0.54
"758",0.305,0.965,-5.926,90.81,0.644
"759",0.358,0.893,-7.486,174.238,0.262
"760",0.679,0.946,-5.281,115.425,0.89
"761",0.751,0.703,-5.687,97.931,0.907
"762",0.476,0.764,-6.454,171.903,0.546
"763",0.671,0.373,-18.064,92.717,0.732
"764",0.742,0.833,-6.463,113.375,0.816
"765",0.92,0.654,-3.051,117.046,0.847
"766",0.692,0.711,-7.498,125.135,0.875
"767",0.49,0.723,-9.699,119.022,0.485
"768",0.724,0.436,-9.321,130.439,0.324
"769",0.822,0.478,-8.746,117.394,0.722
"770",0.737,0.569,-6.702,167.196,0.912
"771",0.709,0.824,-8.824,118.814,0.867
"772",0.764,0.885,-4.274,104.049,0.746
"773",0.672,0.832,-2.388,117.298,0.549
"774",0.574,0.629,-8.815,153.119,0.786
"775",0.535,0.716,-5.025,94.379,0.901
"776",0.769,0.867,-7.436,157.874,0.962
"777",0.779,0.867,-3.704,138.858,0.915
"778",0.696,0.943,-2.962,129.003,0.833
"779",0.583,0.905,-6.132,173.982,0.646
"780",0.59,0.868,-5.832,184.348,0.798
"781",0.738,0.921,-4.908,125.436,0.668
"782",0.788,0.522,-13.029,111.578,0.923
"783",0.641,0.894,-7.41,109.823,0.972
"784",0.741,0.808,-4.367,107.234,0.908
"785",0.554,0.783,-5.852,105.39,0.813
"786",0.519,0.695,-7.219,82.314,0.713
"787",0.607,0.795,-5.137,81.298,0.815
"788",0.727,0.685,-7.159,88.75,0.812
"789",0.573,0.902,-7.638,84.412,0.876
"790",0.636,0.724,-7.328,89.319,0.632
"791",0.695,0.976,-6.982,113.357,0.937
"792",0.555,0.757,-7.868,129.607,0.582
"793",0.527,0.942,-5.64,148.723,0.495
"794",0.636,0.467,-10.1,96.639,0.58
"795",0.707,0.788,-5.269,120.465,0.746
"796",0.501,0.889,-5.175,133.519,0.257
"797",0.584,0.833,-5.824,124.018,0.671
"798",0.544,0.897,-6.056,157.17,0.647
"799",0.887,0.48,-11.994,95.846,0.607
"800",0.537,0.815,-6.208,145.424,0.691
"801",0.777,0.725,-9.012,128.349,0.851
"802",0.661,0.908,-4.897,144.091,0.656
"803",0.542,0.915,-9.637,159.81,0.92
"804",0.767,0.712,-4.128,124.091,0.804
"805",0.643,0.801,-4.921,95.988,0.534
"806",0.838,0.664,-9.176,119.6,0.929
"807",0.785,0.671,-7.047,113.805,0.95
"808",0.697,0.665,-12.907,108.535,0.485
"809",0.583,0.602,-6.364,74.008,0.388
"810",0.759,0.578,-12.56,105.598,0.944
"811",0.544,0.738,-9.587,117.826,0.375
"812",0.901,0.654,-10.15,110.131,0.781
"813",0.807,0.83,-4.04,128.501,0.954
"814",0.898,0.271,-12.238,111.485,0.742
"815",0.754,0.496,-8.7,119.186,0.341
"816",0.688,0.706,-7.925,131.705,0.842
"817",0.705,0.59,-5.201,135.176,0.344
"818",0.532,0.767,-5.509,127.361,0.755
"819",0.783,0.573,-8.521,122.744,0.789
"820",0.306,0.722,-5.963,174.732,0.41
"821",0.497,0.719,-9.397,95.769,0.547
"822",0.745,0.655,-7.589,141.429,0.582
"823",0.787,0.517,-12.794,108.186,0.885
"824",0.571,0.871,-6.226,119.852,0.749
"825",0.409,0.92,-5.439,145.085,0.37
"826",0.708,0.851,-10.996,129.773,0.982
"827",0.86,0.705,-12.514,134.395,0.854
"828",0.526,0.924,-5.591,147.28,0.793
"829",0.202,0.644,-5.212,85.04,0.252
"830",0.796,0.872,-6.722,129.894,0.866
"831",0.408,0.48,-11.017,156.344,0.19
"832",0.577,0.665,-5.572,101.807,0.305
"833",0.62,0.446,-14.451,88.591,0.868
"834",0.686,0.649,-12.935,109.984,0.76
"835",0.787,0.588,-14.228,115.513,0.803
"836",0.622,0.845,-5.984,132.752,0.715
"837",0.652,0.634,-9.914,114.681,0.674
"838",0.558,0.867,-6.439,163.213,0.942
"839",0.774,0.803,-4.959,117.778,0.813
"840",0.724,0.891,-7.818,103.022,0.819
"841",0.435,0.658,-8.179,130.276,0.184
"842",0.567,0.943,-7.992,128.207,0.965
"843",0.9,0.681,-3.758,93.927,0.638
"844",0.761,0.847,-3.068,91.519,0.765
"845",0.884,0.472,-13.776,98.425,0.826
"846",0.5,0.899,-3.907,177.815,0.754
"847",0.854,0.58,-10.008,162.116,0.7
"848",0.678,0.794,-6.186,87.374,0.54
"849",0.862,0.642,-13.652,99.201,0.765
"850",0.672,0.785,-4.214,90.574,0.219
"851",0.858,0.896,-2.344,96,0.783
"852",0.647,0.514,-10.05,79.974,0.387
"853",0.549,0.853,-4.293,94.695,0.346
"854",0.827,0.635,-6.77,88.87,0.766
"855",0.813,0.693,-8,103.508,0.618
"856",0.769,0.681,-12.906,108.462,0.901
"857",0.854,0.71,-6.32,106.894,0.818
"858",0.906,0.623,-6.711,99.498,0.715
"859",0.856,0.696,-3.51,89.738,0.718
"860",0.77,0.744,-8.133,106.15,0.548
"861",0.865,0.836,-6.088,102.754,0.248
"862",0.654,0.637,-6.915,81.947,0.364
"863",0.583,0.692,-7.932,174.141,0.595
"864",0.692,0.833,-3.974,96.814,0.692
"865",0.659,0.738,-4.077,93.796,0.516
"866",0.802,0.794,-7.351,102.37,0.614
"867",0.886,0.512,-11.825,93.997,0.454
"868",0.849,0.422,-13.95,96.216,0.624
"869",0.778,0.578,-7.22,84.487,0.758
"870",0.763,0.786,-6.472,93.857,0.504
"871",0.754,0.785,-8.178,94.123,0.821
"872",0.665,0.91,-4.682,84.099,0.887
"873",0.794,0.627,-9.431,87.554,0.518
"874",0.866,0.698,-7.976,94.64,0.713
"875",0.763,0.742,-10.975,98.145,0.483
"876",0.765,0.29,-17.117,92.409,0.506
"877",0.709,0.714,-4.038,100.866,0.759
"878",0.762,0.773,-6.037,105.154,0.568
"879",0.901,0.63,-10.841,102.182,0.73
"880",0.933,0.664,-11.281,128.467,0.616
"881",0.324,0.938,-7.332,168.131,0.543
"882",0.848,0.838,-11.949,97.735,0.774
"883",0.797,0.582,-12.97,105.974,0.415
"884",0.838,0.575,-10.126,111.892,0.726
"885",0.867,0.517,-13.222,133.148,0.866
"886",0.815,0.851,-3.667,99.915,0.674
"887",0.608,0.669,-10.834,202.062,0.679
"888",0.707,0.735,-4.881,86.271,0.829
"889",0.797,0.75,-9.369,177.87,0.74
"890",0.848,0.666,-6.547,96.662,0.744
"891",0.583,0.557,-6.045,125.888,0.856
"892",0.686,0.398,-13.361,80.228,0.688
"893",0.842,0.831,-7.072,92.053,0.814
"894",0.715,0.833,-5.379,95.487,0.612
"895",0.862,0.663,-9.004,85.308,0.837
"896",0.814,0.481,-5.183,96.252,0.193
"897",0.854,0.738,-7.284,100,0.847
"898",0.934,0.459,-7.654,103.04,0.697
"899",0.941,0.678,-8.194,101.399,0.625
"900",0.881,0.874,-4.505,107.891,0.858
"901",0.677,0.503,-9.027,85.926,0.417
"902",0.884,0.334,-18.943,98.315,0.571
"903",0.799,0.642,-5.523,92.907,0.536
"904",0.535,0.505,-8.926,99.935,0.495
"905",0.614,0.752,-6.271,95.018,0.444
"906",0.818,0.653,-8.396,99.931,0.533
"907",0.749,0.745,-10.625,101.972,0.481
"908",0.868,0.646,-4.674,88.641,0.67
"909",0.902,0.653,-5.425,94.069,0.863
"910",0.715,0.738,-10.139,97.877,0.573
"911",0.845,0.51,-13.064,95.265,0.74
"912",0.72,0.891,-7.911,119.976,0.7
"913",0.697,0.828,-3.733,95.052,0.555
"914",0.78,0.754,-5.377,82.395,0.81
"915",0.802,0.461,-12.367,90.995,0.74
"916",0.758,0.408,-10.751,80.485,0.367
"917",0.4,0.841,-5.368,91.162,0.62
"918",0.554,0.49,-8.046,84.275,0.513
"919",0.645,0.792,-7.34,90.565,0.666
"920",0.538,0.471,-8.403,93.808,0.499
"921",0.412,0.849,-5.625,174.428,0.486
"922",0.608,0.419,-10.016,100.22,0.602
"923",0.418,0.383,-11.782,87.773,0.352
"924",0.554,0.58,-8.05,167.83,0.402
"925",0.42,0.33,-13.925,157.143,0.175
"926",0.323,0.136,-10.33,96.88,0.0828
"927",0.389,0.889,-6.546,171.121,0.524
"928",0.675,0.553,-7.775,90.02,0.594
"929",0.562,0.593,-9.362,80.289,0.574
"930",0.315,0.715,-8.072,155.925,0.497
"931",0.581,0.817,-6.542,141.607,0.779
"932",0.475,0.432,-7.844,94.605,0.648
"933",0.582,0.33,-7.928,111.873,0.407
"934",0.454,0.229,-12.592,73.552,0.134
"935",0.469,0.427,-7.954,84.053,0.0821
"936",0.522,0.707,-7.113,76.05,0.572
"937",0.547,0.707,-8.74,119.576,0.654
"938",0.648,0.278,-9.25,118.827,0.303
"939",0.571,0.505,-9.312,99.562,0.276
"940",0.66,0.627,-10.397,85.44,0.789
"941",0.768,0.744,-11.267,127.036,0.963
"942",0.672,0.841,-5.992,125.437,0.82
"943",0.42,0.672,-7.902,168.019,0.476
"944",0.531,0.909,-4.236,97.546,0.814
"945",0.678,0.556,-7.423,85.158,0.405
"946",0.644,0.363,-11.019,133.396,0.303
"947",0.643,0.344,-11.342,144.171,0.547
"948",0.464,0.701,-5.943,73.97,0.407
"949",0.398,0.591,-6.925,142.336,0.425
"950",0.659,0.407,-9.718,119.321,0.269
"951",0.615,0.129,-14.892,91.769,0.249
"952",0.421,0.734,-8.692,168.772,0.34
"953",0.439,0.891,-4.764,148.599,0.695
"954",0.356,0.717,-8.489,105.78,0.193
"955",0.395,0.843,-4.476,112.423,0.481
"956",0.541,0.677,-10.764,101.1,0.555
"957",0.673,0.772,-5.246,90.356,0.585
"958",0.77,0.505,-7.345,171.798,0.757
"959",0.868,0.646,-4.674,88.641,0.67
"960",0.383,0.662,-5.162,121.154,0.138
"961",0.537,0.84,-4.626,124.269,0.211
"962",0.509,0.242,-13.353,169.642,0.448
"963",0.391,0.514,-6.398,177.872,0.437
"964",0.67,0.558,-9.159,80.511,0.63
"965",0.508,0.597,-8.063,81.982,0.185
"966",0.64,0.602,-7.902,111.87,0.951
"967",0.593,0.611,-6.773,93.171,0.473
"968",0.36,0.505,-9.129,74.807,0.317
"969",0.325,0.83,-7.615,74.992,0.56
"970",0.403,0.498,-6.888,128.192,0.351
"971",0.545,0.865,-5.708,99.01,0.543
"972",0.631,0.756,-6.378,137.039,0.671
"973",0.422,0.577,-9.292,122.506,0.615
"974",0.743,0.0262,-27.691,100.053,0.333
"975",0.298,0.0735,-16.472,131.045,0.174
"976",0.68,0.723,-5.598,129.012,0.676
"977",0.408,0.79,-8.138,122.624,0.347
"978",0.77,0.115,-19.668,138.966,0.353
"979",0.616,0.346,-10.438,143.351,0.344
"980",0.308,0.781,-7.052,166.931,0.283
"981",0.619,0.584,-10.742,107.28,0.577
"982",0.393,0.416,-13.243,163.604,0.512
"983",0.592,0.865,-3.183,124.278,0.659
"984",0.506,0.563,-6.881,137.177,0.246
"985",0.477,0.456,-7.726,144.71,0.337
"986",0.467,0.622,-7.255,164.418,0.455
"987",0.622,0.736,-9.229,110.24,0.723
"988",0.575,0.202,-11.926,149.509,0.284
"989",0.275,0.714,-5.124,94.082,0.242
"990",0.64,0.864,-6.576,102.026,0.7
"991",0.581,0.817,-6.542,141.607,0.779
"992",0.543,0.912,-10.71,103.731,0.836
"993",0.486,0.867,-5.483,92.757,0.281
"994",0.547,0.693,-8.786,119.567,0.583
"995",0.42,0.672,-7.902,168.019,0.476
"996",0.701,0.564,-9.039,107.533,0.723
"997",0.464,0.785,-7.42,153.005,0.528
"998",0.851,0.551,-5.177,131.922,0.807
"999",0.615,0.657,-6.873,109.95,0.792
"1000",0.417,0.946,-4.056,95.245,0.517
"1001",0.618,0.896,-5.357,113.961,0.711
"1002",0.499,0.873,-3.902,142.726,0.864
"1003",0.743,0.67,-4.547,110.832,0.934
"1004",0.6,0.811,-7.693,124.303,0.622
"1005",0.351,0.899,-4.119,145.015,0.508
"1006",0.477,0.965,-5.735,116.251,0.642
"1007",0.444,0.904,-6.733,124.253,0.341
"1008",0.494,0.946,-2.757,103.408,0.741
"1009",0.269,0.895,-6.382,168.479,0.16
"1010",0.482,0.807,-6.976,187.918,0.516
"1011",0.653,0.874,-5.66,120.84,0.902
"1012",0.637,0.759,-6.389,93.898,0.741
"1013",0.637,0.902,-5.064,136.575,0.843
"1014",0.398,0.954,-7.373,157.766,0.433
"1015",0.389,0.476,-9.342,148.117,0.566
"1016",0.659,0.949,-4.682,92.025,0.512
"1017",0.47,0.644,-6.721,75.597,0.521
"1018",0.471,0.771,-6.172,160.958,0.221
"1019",0.436,0.682,-10.598,132.663,0.416
"1020",0.561,0.555,-9.734,134.369,0.497
"1021",0.263,0.784,-6.514,114.671,0.385
"1022",0.785,0.686,-7.748,124.918,0.838
"1023",0.537,0.84,-4.626,124.269,0.211
"1024",0.613,0.72,-7.957,117.341,0.561
"1025",0.467,0.958,-4.808,145.92,0.701
"1026",0.389,0.889,-6.546,171.121,0.524
"1027",0.499,0.761,-5.436,76.118,0.582
"1028",0.657,0.608,-13.565,106.862,0.723
"1029",0.457,0.926,-5.461,93.964,0.41
"1030",0.702,0.898,-6.003,112.845,0.731
"1031",0.67,0.558,-9.159,80.511,0.63
"1032",0.493,0.775,-6.493,119.384,0.686
"1033",0.547,0.718,-8.309,137.978,0.868
"1034",0.638,0.666,-7.056,100.01,0.47
"1035",0.675,0.666,-6.067,120.558,0.434
"1036",0.529,0.665,-8.658,80.821,0.618
"1037",0.667,0.877,-4.541,125.416,0.811
"1038",0.637,0.849,-6.855,104.074,0.936
"1039",0.452,0.85,-4.918,118.1,0.324
"1040",0.617,0.84,-4.063,94.676,0.57
"1041",0.514,0.884,-3.765,158.262,0.898
"1042",0.731,0.861,-5.881,104.034,0.78
"1043",0.481,0.94,-5.204,96.493,0.66
"1044",0.566,0.804,-5.783,149.989,0.858
"1045",0.637,0.846,-3.663,103.119,0.634
"1046",0.483,0.818,-7.666,175.668,0.691
"1047",0.701,0.261,-19.846,97.042,0.89
"1048",0.498,0.685,-11.795,112.49,0.765
"1049",0.291,0.79,-5.683,155.667,0.513
"1050",0.48,0.891,-5.001,123.961,0.662
"1051",0.58,0.575,-7.72,92.934,0.37
"1052",0.491,0.942,-5.333,100.446,0.387
"1053",0.383,0.893,-8.638,205.544,0.803
"1054",0.54,0.423,-8.799,150.135,0.353
"1055",0.58,0.899,-5.503,152.311,0.847
"1056",0.626,0.731,-8,79.971,0.545
"1057",0.765,0.502,-7.393,144.204,0.836
"1058",0.631,0.756,-6.378,137.039,0.671
"1059",0.439,0.434,-14.918,94.845,0.204
"1060",0.295,0.593,-7.572,85.482,0.37
"1061",0.628,0.829,-5.484,110.377,0.503
"1062",0.541,0.677,-10.764,101.1,0.555
"1063",0.461,0.802,-4.279,100.179,0.384
"1064",0.406,0.888,-4.204,159.386,0.592
"1065",0.64,0.602,-7.902,111.87,0.951
"1066",0.588,0.804,-4.006,120.015,0.736
"1067",0.571,0.505,-9.312,99.562,0.276
"1068",0.447,0.337,-11.402,114.422,0.0827
"1069",0.456,0.752,-8.121,183.569,0.897
"1070",0.425,0.936,-5.354,182.318,0.665
"1071",0.552,0.645,-6.595,89.518,0.588
"1072",0.535,0.931,-4.012,120.958,0.825
"1073",0.795,0.706,-7.494,95.593,0.623
"1074",0.372,0.865,-4.918,174.53,0.478
"1075",0.529,0.741,-5.661,100.004,0.455
"1076",0.54,0.677,-6.349,98.339,0.748
"1077",0.683,0.751,-10.184,103.036,0.841
"1078",0.42,0.33,-13.925,157.143,0.175
"1079",0.632,0.646,-7.2,137.933,0.777
"1080",0.526,0.762,-12.437,136.203,0.505
"1081",0.418,0.383,-11.782,87.773,0.352
"1082",0.66,0.627,-10.397,85.44,0.789
"1083",0.33,0.556,-11.494,173.828,0.506
"1084",0.494,0.817,-8.409,122.671,0.755
"1085",0.573,0.818,-5.157,128.987,0.789
"1086",0.618,0.82,-4.593,130.709,0.51
"1087",0.758,0.896,-3.311,94.911,0.797
"1088",0.725,0.614,-7.015,95.039,0.429
"1089",0.621,0.495,-7.492,119.207,0.638
"1090",0.516,0.906,-4.525,116.775,0.728
"1091",0.372,0.865,-4.918,174.53,0.478
"1092",0.442,0.943,-3.205,85.064,0.781
"1093",0.299,0.613,-9.012,166.96,0.306
"1094",0.619,0.67,-10.319,129.267,0.777
"1095",0.731,0.867,-5.881,104.019,0.776
"1096",0.505,0.825,-5.721,119.987,0.541
"1097",0.488,0.862,-7.595,104.56,0.706
"1098",0.7,0.686,-10.338,125.412,0.815
"1099",0.559,0.345,-13.496,84.581,0.458
"1100",0.674,0.789,-6.903,129.804,0.918
"1101",0.389,0.889,-6.546,171.121,0.524
"1102",0.532,0.344,-13.057,91.834,0.126
"1103",0.558,0.364,-11.258,142.171,0.17
"1104",0.527,0.941,-4.213,99.636,0.793
"1105",0.439,0.891,-4.764,148.599,0.695
"1106",0.522,0.707,-7.113,76.05,0.572
"1107",0.466,0.833,-4.215,88.785,0.661
"1108",0.481,0.865,-5.498,92.086,0.241
"1109",0.66,0.627,-10.397,85.44,0.789
"1110",0.333,0.922,-4.087,162.978,0.335
"1111",0.412,0.882,-5.54,158.066,0.356
"1112",0.765,0.788,-9.896,126.879,0.964
"1113",0.651,0.793,-7.312,90.573,0.682
"1114",0.197,0.629,-9.291,79.495,0.221
"1115",0.673,0.772,-5.246,90.356,0.585
"1116",0.354,0.825,-5.325,105.495,0.16
"1117",0.389,0.476,-9.342,148.117,0.566
"1118",0.298,0.825,-8.053,75.592,0.54
"1119",0.64,0.864,-6.576,102.026,0.7
"1120",0.339,0.143,-10.78,101.213,0.0948
"1121",0.467,0.958,-4.808,145.92,0.701
"1122",0.635,0.435,-7.521,76.098,0.459
"1123",0.324,0.938,-7.332,168.131,0.543
"1124",0.389,0.705,-10.331,122.154,0.555
"1125",0.214,0.947,-5.053,170.616,0.483
"1126",0.478,0.923,-7.547,133.134,0.165
"1127",0.499,0.873,-3.902,142.726,0.864
"1128",0.427,0.337,-11.38,114.075,0.0849
"1129",0.358,0.893,-7.486,174.238,0.262
"1130",0.443,0.896,-6.163,134.145,0.733
"1131",0.559,0.725,-8.631,90.012,0.501
"1132",0.456,0.752,-8.121,183.569,0.897
"1133",0.588,0.804,-4.006,120.015,0.736
"1134",0.563,0.536,-9.488,81.094,0.312
"1135",0.305,0.832,-7.981,100.677,0.585
"1136",0.384,0.733,-6.522,137.834,0.314
"1137",0.292,0.714,-4.919,151.412,0.462
"1138",0.502,0.758,-9.76,112.508,0.729
"1139",0.444,0.884,-6.104,94.82,0.296
"1140",0.554,0.783,-5.852,105.39,0.813
"1141",0.74,0.669,-5.199,122.007,0.536
"1142",0.545,0.699,-8.76,119.589,0.6
"1143",0.518,0.73,-6.232,98.966,0.591
"1144",0.69,0.54,-10.516,114.846,0.764
"1145",0.554,0.667,-9.343,100.017,0.281
"1146",0.644,0.777,-6.165,126.257,0.966
"1147",0.568,0.656,-5.413,100.049,0.364
"1148",0.686,0.457,-8.322,150.953,0.718
"1149",0.69,0.524,-8.39,164.023,0.562
"1150",0.629,0.596,-4.44,172.032,0.649
"1151",0.746,0.79,-4.7,107.231,0.891
"1152",0.55,0.415,-6.557,172.065,0.274
"1153",0.531,0.854,-3.149,94.419,0.456
"1154",0.647,0.742,-8.788,100.645,0.868
"1155",0.527,0.941,-3.376,94.056,0.44
"1156",0.806,0.74,-4.695,116.507,0.739
